id,target_air,target_value,target_phase
3851926965b9,0,4375.0,2
a33ff374a451,1,17000.0,2
4bf31be962a5,0,850.0,2
bcb1ed40da27,0,7025.0,3
3140729ceaab,0,3250.0,1
153edac260d2,1,29300.0,2
6979e03390ba,0,100.0,0
df4c62541f5d,1,1875.0,0
87273d69e392,1,23050.0,2
1c56fb9df872,0,2075.0,1
dd8780651adb,1,2225.0,3
af3351afb7bd,0,550.0,0
a0975f1ea127,0,875.0,1
3939cf9d704a,0,125.0,2
f2be182cc2b6,0,5100.0,3
fa446d627301,0,25125.0,3
64ec055ff29b,0,350.0,2
a3d0b58f1b80,0,1400.0,3
644b2ac035d9,1,500.0,1
dc2d0f02c51b,0,7850.0,3
a9f4bfdc4977,0,1725.0,0
bb38d36304fd,0,19575.0,3
3383e0942887,1,2675.0,2
0358f9040f88,0,11300.0,2
784da8fbfb7a,0,1825.0,3
ed6bea0287c4,0,7950.0,2
611540b4751e,1,1975.0,2
b9b9e99b3162,1,7000.0,0
1ba8e5003d5a,0,12250.0,0
428d7c3fe2fb,1,4850.0,0
cde8511cc9ce,1,13775.0,2
0297861466c3,0,3500.0,0
98c29a0dfadd,1,3850.0,0
a0288eb89ed0,1,4625.0,1
7fe7f15f9760,0,1500.0,0
0cf9e1abb862,1,12550.0,1
9132a7f7091d,0,14425.0,2
cbbc8d46c4a7,0,10775.0,2
1ffa5f04b6da,0,4000.0,0
9d85bf37b09c,1,400.0,1
ef30cbabdbdb,0,23725.0,1
e07b030a0856,1,10800.0,3
6b18a320bf7c,0,2550.0,3
7ac9b08b811b,1,5125.0,1
5dff57be8056,0,900.0,2
40bdf29f3879,1,1300.0,3
ec6cfa39beb2,0,2250.0,0
9bd730175270,0,2075.0,1
ee84764df3e5,1,900.0,1
0395d0946b7b,1,5050.0,3
1b0c5b5a7c4c,0,1400.0,0
932b73a8bfd1,1,3350.0,1
b1317a7dcbcc,1,3075.0,1
85279f0fafe5,1,9775.0,1
5143430c4570,1,4850.0,2
c7ad9531be4a,1,8750.0,2
6a78f1049bb7,0,11600.0,3
0eb52a110864,0,14750.0,2
80ccda3299c6,1,17650.0,2
34f09ea0ce3f,0,2800.0,3
a24c285ad1c6,0,150.0,0
79c482de8af7,0,3150.0,1
d74cdf24c8d2,0,8100.0,2
838ecb65cf54,0,350.0,0
ba4501d249fa,0,23650.0,3
3093b0127755,0,8925.0,2
e999aa43a877,0,500.0,1
da5e2ef6e924,0,8300.0,3
5e3b5a0094c3,0,3100.0,1
3780322a5ef9,0,2100.0,3
4bf0ff7ed335,0,3100.0,0
af371fa0dc23,1,2525.0,0
7f6a13bb7df6,1,19550.0,2
08d874fc2a01,0,4400.0,3
ed91af8a1a7c,1,3875.0,0
a9a161b9f70b,1,4650.0,0
4cfb2e691608,0,18825.0,2
6801bf5aaeb3,0,1900.0,0
fdca119e7e4b,1,16975.0,1
1cae4d2bc872,0,6125.0,2
0b97d7a98f3a,0,2800.0,0
65bd96c07a19,0,18175.0,2
d6f0a0c3e3ec,0,6700.0,3
d542a6d7a1ea,1,13400.0,2
c5cb395e573c,0,17475.0,1
d7ebd906ae31,0,2750.0,0
af648a2dc57a,0,400.0,1
2f76ab634217,0,1450.0,3
2311b712afb1,0,475.0,1
1048be59b2f2,1,13325.0,3
4620650343ae,1,7900.0,2
712593a96ce1,0,23125.0,3
70eb1d085657,1,2775.0,1
e6c5dbc7090a,1,2650.0,1
998d9cd4ddd0,0,3250.0,2
b6defa192fdc,0,23200.0,2
e887810ae03c,1,1375.0,1
6f8fbea862a5,0,7175.0,3
624fcf714ef0,0,7000.0,3
6d05f2b237dc,1,6975.0,1
f3253f9df49b,0,4300.0,3
2178e2ec60f0,0,21650.0,1
9985550ec9ee,1,11825.0,2
01f24d74e86a,0,3250.0,1
05e359072139,0,1600.0,2
3ecc30d61759,0,0.0,0
749fa886020b,1,23875.0,3
fd81a878ac79,0,8725.0,0
ffb79d7a9573,0,400.0,1
5e33a7703d72,1,800.0,1
c879472c41ab,1,1600.0,1
a04b5132e91f,0,2450.0,0
ff01a0ab1d42,1,800.0,3
d7f47cafec73,1,1500.0,0
060e6a0aa78c,0,45375.0,3
0924414bb7e7,0,18200.0,3
0beeb02dc46c,0,1275.0,0
930aee2eeae0,1,200.0,1
6d6030b2b3f8,0,5600.0,3
1c9003dce841,0,7000.0,3
1e5d5b86aafe,0,7900.0,3
573ebd02b5fc,0,1400.0,2
ee0a578ed41d,0,6975.0,3
e945c046b600,0,14375.0,3
a57359e62de2,0,1200.0,0
7f11291ef511,0,31650.0,2
f2897019fee9,0,4075.0,1
43aeaa05200f,0,6400.0,2
1f619007ffc2,1,3650.0,2
ecb82f1275db,1,2375.0,1
1e43101e7485,0,3875.0,2
cd4c7afeb778,1,6000.0,0
63f0c47961dc,0,925.0,2
06edb317513b,0,7400.0,1
fbe622739b97,0,12400.0,2
83a9b0cb4bc0,1,5650.0,1
33bea09ac1ef,1,5900.0,0
7fdf6d285b63,0,10475.0,3
d1655e35e13f,0,6125.0,2
e1c2f706625c,0,11050.0,1
f7f6f292a1ea,1,5950.0,2
b00b84955149,0,1025.0,2
6f99f3e22f57,0,9400.0,3
73809117eb06,1,17825.0,3
26888c296d69,0,650.0,3
883b88d1757d,1,2075.0,0
9f885259fb1d,0,3375.0,2
aec40f7ddd8e,1,1375.0,2
94d2212695a6,0,4975.0,1
f825929be097,0,3600.0,1
1fb234d84c45,1,525.0,2
e4f606efcf13,1,11100.0,1
59fc90cea48b,0,26875.0,2
618f1b575f66,0,9350.0,2
487aaf9c1624,1,11725.0,3
5059539ed6cb,0,28075.0,3
f4160ada9b80,0,5800.0,3
89242eed1b2c,1,3900.0,1
6643339e1ce5,0,1550.0,3
a37c0dab5492,0,13875.0,3
0f3a8cb9e1e3,1,1200.0,0
f8ba3e4f62c4,0,10450.0,2
39b22b549933,1,14800.0,3
06a4f164a02a,1,15625.0,0
d73ae9008735,0,2075.0,1
61bad809624b,0,6700.0,2
44ac0b147aba,0,100.0,0
9d483cc2e341,0,500.0,1
94810724c7ef,1,3800.0,1
00fa958e1379,0,10250.0,3
f7cb8a6b4c19,0,3750.0,1
7128621b9b81,1,1900.0,1
6e7233c579ad,0,13250.0,2
3e4231e9e007,0,6000.0,2
ef949abcc170,0,50.0,1
ba80d755dbed,0,700.0,3
5f9d05ac5e1a,1,2050.0,1
debb286e6e77,0,3900.0,2
225dcd07f428,0,4825.0,1
de75523cf365,1,3125.0,1
e66ebeee554d,1,4150.0,3
4629aeaaca4d,0,875.0,1
647986f6130b,0,14650.0,1
93413e9d4fa8,1,3975.0,3
ac89476ca3c3,0,1000.0,1
6de6fb70e2b0,1,2550.0,2
625919ad187b,0,600.0,0
e217594f852d,1,6250.0,2
85d410c67a96,0,12150.0,3
131af20f601d,0,100.0,0
fef75c0dda26,0,100.0,3
7b9e72cae913,0,3400.0,2
eb5accecd28e,0,600.0,0
92cc278aabe2,0,29550.0,2
fe2cdbf12ee7,0,21000.0,2
89500385d22d,1,900.0,0
1ffb820cfb76,0,7800.0,1
db021b6483c5,1,21500.0,3
d286d7f67889,1,1825.0,2
a02789ccc578,1,1400.0,1
e26bfc6a9edb,1,2975.0,0
4f289039b9fc,0,12125.0,2
6a93a672c001,1,3800.0,1
749723017467,0,4225.0,3
0123d8617268,1,2575.0,2
ea53d8674d55,1,15350.0,1
127093cfc213,1,25575.0,3
aff06710dee8,0,1475.0,3
e2941f54b052,0,400.0,1
734138868fe4,0,3025.0,3
020ad38233b4,0,4575.0,1
bde00bf79be5,1,12550.0,3
1e069e97676e,1,1100.0,0
